"park_era_id","venue_id","venue_name","home_team","component","delta_overall","pf_index_overall","park_se","n_bbe"
"home_sfg__base",,,"SFG","hr_resid",-0.011634574874113,530.972795921517,0.00121298084150245,53932
"home_kcr__base",,,"KCR","hr_resid",-0.00953472693536224,453.189349000131,0.00119018528814698,57401
"home_atl__base",,,"ATL","hr_resid",-0.00895325463547205,431.650208503286,0.00196465249994819,10657
"home_stl__base",,,"STL","hr_resid",-0.00847653953259319,413.991527978323,0.00120318305421542,55617
"home_bal__wall_deep",,,"BAL","hr_resid",-0.00731158318455756,370.83872696309,0.00165705860523666,15891
"home_pit__base",,,"PIT","hr_resid",-0.00625673974732957,331.764774513558,0.0012020398177567,55218
"home_mia__base",,,"MIA","hr_resid",-0.00622918884957066,330.744222618385,0.00121268382426466,53776
"home_ath__base",,,"ATH","hr_resid",-0.00620712904975989,329.927074273492,0.00122155401969758,49918
"home_det__base",,,"DET","hr_resid",-0.00551258689742814,304.199552940351,0.00119375117443761,55730
"home_bos__base",,,"BOS","hr_resid",-0.00535705160627396,298.438149535546,0.00119301574404116,56567
"home_min__base",,,"MIN","hr_resid",-0.00461937153733972,271.112695426213,0.00119337261971259,55678
"home_az__base",,,"AZ","hr_resid",-0.0040258269121263,249.126366797947,0.00147674220469885,56195
"home_sdp__base",,,"SDP","hr_resid",-0.00194051789540305,171.881476716299,0.0012178138422155,52059
"home_atl__suntrust",,,"ATL","hr_resid",-0.0015666652282331,158.033069621387,0.00127423036898193,42606
"home_tbr__base",,,"TBR","hr_resid",-0.00117468239409574,143.513077287392,0.00123402112194026,46546
"home_cle__base",,,"CLE","hr_resid",-0.00116749305979363,143.246766954739,0.00120066556379076,54645
"home_wsh__base",,,"WSH","hr_resid",-0.00105910089036436,139.231658811951,0.00147331849712458,56036
"home_nym__base",,,"NYM","hr_resid",-0.000540627811213544,120.026161838543,0.00121628731730544,52955
"home_tex__globe_life",,,"TEX","hr_resid",-4.11767618115882e-05,101.525286858948,0.0014195640096452,26426
"home_chc__base",,,"CHC","hr_resid",5.84646107305078e-05,97.8343293999463,0.0012117876472259,52264
"home_sea__base",,,"SEA","hr_resid",0.000305425869576574,88.686287003829,0.0012044905247018,52331
"home_tor__base",,,"TOR","hr_resid",0.00132238800730403,51.0155495179322,0.00120832175426718,51661
"home_laa__base",,,"LAA","hr_resid",0.00177715229842694,34.1699801566839,0.00119803667213781,54193
"home_tex__base",,,"TEX","hr_resid",0.001947085432092,27.8752458386912,0.00141150417326617,28673
"home_chw__base",,,"CHW","hr_resid",0.00266871782704547,1.14423639092653,0.00119673729520573,55218
"home_col__base",,,"COL","hr_resid",0.0041465171165855,-53.5970239056556,0.00119821356443691,59900
"home_mil__base",,,"MIL","hr_resid",0.00443629230450401,-64.3309977961666,0.00121291611423874,52079
"home_hou__base",,,"HOU","hr_resid",0.00446086054904079,-65.2410650013257,0.00120427076186111,54058
"home_lad__base",,,"LAD","hr_resid",0.00500081268554194,-85.2421982141485,0.00121832267741431,51940
"home_phi__base",,,"PHI","hr_resid",0.00519001605338646,-92.2507486184399,0.00121381850891539,53852
"home_tbr__steinbrenner",,,"TBR","hr_resid",0.00529459225102949,-96.1245039359063,0.0024294737337404,5793
"home_nyy__base",,,"NYY","hr_resid",0.00535603513906163,-98.4004971312936,0.00120492725615251,52547
"home_tor__buffalo",,,"TOR","hr_resid",0.00636956921589438,-135.944250949599,0.00351676930182974,1328
"home_bal__wall_medium",,,"BAL","hr_resid",0.00669212528949227,-147.892508138545,0.00244289348935655,5305
"home_bal__base",,,"BAL","hr_resid",0.0079344702990948,-193.911972371729,0.00134744889182312,34570
"home_ath__sutter_health",,,"ATH","hr_resid",0.00814238711787323,-201.613714264114,0.00242657079974205,5527
"home_cin__base",,,"CIN","hr_resid",0.0099171953275924,-267.356903391637,0.00120680034961492,53554
"home_tor__dunedin",,,"TOR","hr_resid",0.0105887304117171,-292.232187267162,0.00348918176363134,1492
